acc_id,card_code,balance,comp_id,bank_country
d8450db8-9731-41aa-be79-2919ba81ef60,GB76IFHV65684652745191,467520.6,c7cb1103-8c76-4666-9cbe-36788e0e23c5,Guernsey
2fa8196d-6184-4e91-8b6c-b6c8c6da1e08,GB24XJLK09803076945848,725909.93,808ac815-d8a0-426d-b670-bad4e164f2cf,United States of America
be6329d9-b65f-4fec-8b61-2bc2b13d177f,GB39CPBD94854734112510,263560.47,76aae558-3743-4b14-8ad6-df951afd656d,Lithuania
a3c85ea6-adb5-4bc8-abe8-f4daaef782b5,GB79HMNJ99176963589454,543458.1,ba0237ea-7ce4-4a56-9860-924ea7e3f6ba,Zambia
6c4d5f4d-27c6-4dee-902c-7d7b4ebca7b6,GB97LMQC83179788361355,134179.95,499f3d6b-59e9-48b1-a705-13c226f89b80,Greece
73e9943d-2f96-4bda-b83a-7c52d88ec10c,GB21QSEQ05457209341546,145298.96,50331f91-c855-49c3-8145-d65600f855d6,Costa Rica
fb12edd9-f3e9-4786-ac13-f3297db1c025,GB31RVTV79130031034865,267027.62,c875a65b-f7db-428e-bb84-f130f11cae0e,Faroe Islands
1698a659-a313-4a20-984d-f1705d4cd782,GB53GWOP90300514752864,142499.27,8172a4c1-16b9-4ed3-b93c-95a091784127,Tuvalu
21edc5c3-fba1-4b37-852a-1f2011f95a39,GB97XNEF70829167197697,983994.68,c45d17e2-e812-458d-b557-d7c6541b7706,Djibouti
828188dc-870a-4539-a241-68af2fc7f255,GB32KZWR03814214273501,631174.87,3b4403aa-b2d1-41d3-b755-d3474dd005f4,Hungary
faf17e73-e960-420e-9528-eddf328c812b,GB73UHUH50203382711582,856683.48,b3f9fbda-ffe6-4bbe-a91c-5ef96adb6cbf,Hong Kong
1f25dd72-f43f-49aa-96eb-d25baf4d4d5a,GB36QKQJ42503075643295,165961.6,3ee48056-1d18-4159-ae57-20363c69f23e,South Georgia and the South Sandwich Islands
1b3e2824-fcc4-44d0-b67a-e986bff7e938,GB41JJCG86817509298295,668663.51,a6ef4c3d-05d5-478b-b4f6-6c6b48f93565,Saint Kitts and Nevis
54deeb4d-1013-4b66-bf45-cb2835ff054f,GB56WJNV19630014689891,454513.51,2a4733b5-e2c5-4c8d-9e62-f2454c8bfb40,Iran
c36837c2-baaa-4955-bd86-276b7aee0bd0,GB67PMOL02715672450312,256720.41,52eb8e0d-3d7a-4519-8c65-eb4682dcd068,Morocco
422e50d4-926e-451a-af9a-edf099d37649,GB13ZPSL97798503883142,736034.71,74796df2-9183-4cd4-bb5c-70d485bb0b59,Lao People's Democratic Republic
6f03e557-c865-44be-ab57-19dbdfa7053b,GB20GODD12993152175434,642649.22,3a8fc831-3108-40e2-8008-ba90692296e4,Andorra
b60a7053-c430-44c4-8e81-9d8f7c7fa2bf,GB50HAXZ22210836243977,291857.51,20e7a127-680a-4da5-bcab-107ffac66fb5,Cameroon
d3d80324-3af5-4374-99a6-8cb9b3f06ffa,GB02JICS53877184867398,583235.75,2e9d3c2e-1b0d-4d02-9032-3ffa09fb2758,Pitcairn Islands
bbcbb013-b0f6-4c8e-86d8-05ac9e15e917,GB95LNMU28624255050849,762987.95,6ebc8071-f28a-4a61-b722-50bb47c1c80a,Kuwait
26fcbd37-af9c-4c20-8151-e3e8524f58dc,GB47GZLE16143428558224,830594.54,0aeb8d33-b7b5-4ce2-b5db-6c2935b8b5e6,Palestinian Territory
bc711509-6fb3-49af-a855-6e3e1209a12b,GB05WSRD75662006112899,581515.21,2c02eb07-2e4b-4626-80d6-cbdec5f9b48f,Antigua and Barbuda
