pers_id,first_name,last_name,birthdate,nationality
43b39514-2518-4f29-9e28-0129351b102a,Bridget,Sanchez,1978-02-09,Panama
65f21bf9-6fef-4e79-be33-b48f599cc19b,Jacqueline,Jackson,1950-10-17,Portugal
1b7497c3-6807-40c1-8f8a-67ffe13f4c10,William,Baldwin,1948-11-25,Finland
8b315c55-83cd-4c08-af31-16abeb9a77ab,Jennifer,Beck,1946-12-08,United States Virgin Islands
22eab86c-04ac-44a5-95ee-81fb05f02d2c,Natasha,Ford,1967-12-07,Botswana
a22c117d-859f-4aee-beb1-ea8738c96d23,Jason,Banks,1976-06-12,Tokelau
69c02b06-79c3-43bf-b18b-2348bde53188,Natasha,Shelton,1961-07-15,Saint Barthelemy
8bb5402e-a88c-4d83-84a5-22152a9c0450,Nathan,Harrison,1937-11-11,Colombia
844609b4-9662-4a92-9ccb-e1d1cb65a862,Richard,Tyler,2006-12-11,Burundi
0cbde891-f0b2-4a60-b3c9-03245b3af4f5,Jeffrey,Martin,1984-03-18,Italy
b397a1bb-7a99-472a-91a4-107d92bb046a,Shawn,Anderson,1941-11-22,Cambodia
5a03ffdf-4595-4f69-b70c-474bfeab3f36,David,Kirk,1979-09-05,Djibouti
ecd67d0a-925c-4226-a23c-c46b8043157a,Nancy,Kent,1996-07-31,Uruguay
d9dbaedf-f607-41a7-a042-c33818d109f1,Nicole,Williams,1935-02-02,Moldova
160994c9-1f02-4629-81e3-f89e25186967,Luis,Barton,1986-01-06,Anguilla
490e5c35-c115-41ef-969e-1b4972443fa0,Sergio,Butler,1963-02-09,French Polynesia
8ac1a7f6-f9ed-4ddb-b38f-65316eaefc3e,Carla,Hinton,1940-03-19,Panama
6ee0e23f-6fec-4b9f-8b94-96a88a38532b,Mark,Jones,1996-07-27,Martinique
7daebead-b733-4211-922a-91ade4087fa0,Curtis,Flowers,1989-07-24,Myanmar
6828d683-f7bb-4793-9248-98d88d64a7e0,Gregory,Bender,1944-06-10,New Zealand
