acc_id,card_code,balance,comp_id,bank_country
d2f69f5d-1910-4393-9be3-c36187e565c2,GB06QFZR55119862074668,849921.5,48aa8644-456e-431e-9bd2-e6b6a819cd9f,Mayotte
7cbc6ca8-9b3d-4479-a4af-4336d8a7d36e,GB82DYJB52193129324526,864522.9,7aef1aa8-3612-4bf5-bf52-584f3b8740b2,Kiribati
fd5f147a-e585-434a-bd7e-90c1138772a4,GB63WFFO37169077399481,975540.11,100ce763-8550-4759-818c-b26eae7602b6,Uzbekistan
c6fda171-d442-4234-9e8e-d12af56b79eb,GB22OFWV54354726345033,424092.9,09368117-f480-4f7a-9b9d-dd350d19594b,Uzbekistan
ad75adac-d1e2-4589-8f51-239d1321dcab,GB74HJNX43876390192145,32348.79,6e0c6cdc-dd2d-4606-ae28-f99ed6e1ecd9,Qatar
5d4a1483-88d2-4bfd-957b-7fe2d33803f6,GB83CNCA95768596229949,709033.74,d86906b6-8f57-45e8-90a1-88aa890713ef,Korea
9f5bb6e6-7784-414d-9f24-584982c1ecb5,GB11PMTV07159959696610,574480.3,bdb807b0-6f7b-4cdb-826a-3a00a11d3a89,Russian Federation
6fa9b990-3bc7-4a35-8631-a756dbe2a9a4,GB17FHBH05178714275021,472961.39,c7839072-5fb6-4d8e-a311-a05d66f81ddd,Norway
83326765-d06b-4495-81e2-c317064c0a51,GB03BWDE03863466039424,685596.17,c796706d-665b-4b73-b45a-b952bd814ec7,Sri Lanka
a35f2d3f-31a2-4412-8a3b-f5605c5d7acc,GB91WWQF27181185461365,8351.52,4b201307-ebe2-4dd3-b4b4-ea156301a01c,Austria
f5f4ffa8-50a8-4c14-bb9a-bf031772bafc,GB22JHAT26232782604575,477349.09,1c425b28-18d8-49da-b7b1-5fdc7619a670,Saint Barthelemy
cfac1ff1-bf6e-412e-bd60-be7818c072af,GB88LBHP36378894534343,626402.71,8f7d40de-4217-44b9-917f-eae0cbf0538b,India
a494841f-6887-4030-a342-038fda55649f,GB02HFGW34843269047124,990029.9,bc31dc8f-8981-4813-93f8-61f25d83f44a,Niger
a97a0a2e-e5e5-4135-8a86-530d3b21fe27,GB96YFGJ92114771500673,608363.27,1e487a53-d502-4974-b5df-28fc14ee232a,Myanmar
2d8ac634-b0c1-45a9-8519-063edd732186,GB40NASJ38278407396035,32923.28,9f1af21b-7420-493b-8d77-b1d286fa7b3e,Ukraine
a0967958-58cf-473d-a72b-9244aa9ee03d,GB68KRVG63454349746084,245312.17,b19236d8-a962-4bad-9031-487349b7b2f3,Heard Island and McDonald Islands
bf10504d-b70d-4b4d-bfed-b369231884c8,GB47DXFS17754540254364,588039.28,ce7aaaa7-5711-440a-8049-ac7211a36376,Romania
3802f80a-4dd8-4018-9d4c-a70a6ec9952a,GB10JWHW53302427928721,209250.59,c6790242-d80f-4aff-acee-87d907e29cb8,Austria
00204600-3ea6-4158-829c-1d4062c49c39,GB44ZYFL96228559316082,76687.8,2f11bc05-87ef-4a44-9e21-d765fd93d89a,United States of America
c208c347-e81c-4ebc-af27-076668f368ea,GB49JGTS05343585009874,488939.74,0f901d39-69ba-4f26-98d6-bd5314af1e8f,Mexico
73203060-c413-4cb6-bccb-970c867fdd9a,GB80ABUP66257998606652,185407.23,4c4191e8-1530-42f9-84ab-1900ae972c92,Vanuatu
6c2d7e66-1a07-4ca1-9924-9d47c5cefd7b,GB73STTO16208611837812,773900.66,a97294b9-b082-42c9-aa3c-7c001445439a,China
b74e50ec-836d-4e78-afe8-55ae670132bd,GB55MITR56840142224453,897205.73,86628815-684c-41bd-b96b-f51cb3f147f9,Reunion
