acc_id,card_code,balance,owner_id,bank_country
0d445396-0052-4600-866f-a62f2a8bc70e,GB58IUHV24623613598328,807650.55,f138d108-58ad-4dab-9a5b-391340c9e277,Reunion
d9e6c4f1-c699-46eb-b2f7-a0b132e0be28,GB41HILZ92574974772328,667776.77,cfed8f0f-0918-45fb-bb35-61a50d5f5061,New Zealand
8de8995f-e67e-4051-820a-9dbd6798535d,GB48SXCU66360734883040,243494.56,c265b572-f56a-4dd5-b7b1-9b8654615043,North Macedonia
f63d66cb-2432-4b8d-9b15-aacbb6623dfd,GB48AXVB21211609586026,370843.3,08666e15-0220-402f-b0ce-80fd65187a6c,Jamaica
49e7e296-8272-47e3-8b44-459751e4142a,GB24QEQW03701559512792,119639.61,c186bd52-9ca5-4b8a-a2f7-aac947517ddc,Benin
357c29ae-d13e-4203-b25a-3d2f6bfaf7aa,GB58QTOW71672659590148,412220.02,cd361075-e81c-4988-bd23-178b3385a0df,Bulgaria
62db0b7b-60a3-4810-8f36-44e752fb3b2d,GB86NIXO16170406756552,358136.44,d81cd08f-2471-46fc-a20a-05d09c6ffb1f,Central African Republic
2bb56afc-9787-40c9-be7b-74a804b8f006,GB85VYHJ84013333626838,968209.61,535a05f6-71fe-419a-a0e7-6c739cf6079a,Bermuda
181bd404-e259-4bee-b738-cf7d775d3c0e,GB63IBQH17850921423991,630775.63,f95a8374-7d81-4f3a-9a07-9937aae49362,Paraguay
0bd16626-fe76-4994-95a4-32a9e4be465c,GB05BSXS41012292129440,987094.01,9e906d6a-72e8-4748-a47c-ff4c7723dd0f,Falkland Islands (Malvinas)
b129ea54-65d5-4edf-9931-958780fcced5,GB50ANYO15785384436967,670741.93,762d5dd4-2fcd-4779-a20f-79119b880d70,Norway
16105c57-579c-489f-bf90-bcdb18c6c79c,GB88ETNP80052773595859,339682.2,4f897b0e-bcd8-45e7-8193-c1d8bec2fcc3,Tuvalu
2224c63c-e5c6-4caf-8090-25e7373c022f,GB21ATSM58092883239829,36793.86,529c33d3-6cd0-472a-b932-4651aed08372,Nicaragua
ba3627bd-20c7-4718-bc34-31bc8c3ec5bb,GB64WPDQ85837174031457,948762.82,ef75c365-d550-4d9f-b357-2ceea85f473c,Brunei Darussalam
b316f94a-9c28-4281-8694-114388f5f8ca,GB16LHRC32486343224539,694537.01,a94cf9b7-b256-4567-8146-8b77f416cbac,Guernsey
790cb52e-5d15-41f3-9cdc-6f05caaeadaa,GB25BJWS11421846646555,545214.24,3ecce985-1f59-4ba3-a971-4c2ead381e6f,Palestinian Territory
2c7620eb-7659-4999-a744-3ba590dd4aa1,GB64GYOD52819335358576,679337.05,8f53f4e9-9b6a-4a14-9c81-e848b6418118,Macao
0a3c8b51-734b-4612-bb83-9520a791b350,GB19BTHF89806683826669,219170.58,cfd98708-582f-4979-87f9-193e78b3de20,Uzbekistan
1f4cc842-e77e-4c42-9606-fcbff15bc457,GB60BDFF46493268389756,752621.4,163d1972-58d1-4af5-bd4a-31e5d5a9752a,Kiribati
d198ef94-d878-4793-bf66-e2fea3bbe878,GB67UBFK46839893008668,745460.99,f390537a-9c58-42e6-b35f-88319a4fc43b,Tunisia
3f1e28f4-52de-45f7-9b0c-fe0ac321b1be,GB04FIJH72959623940094,226170.27,70981312-cd45-4bb0-a6b4-f702ba631da2,Morocco
686a5aed-7a6d-43ee-b918-b80aa21c982e,GB29GMNV34989869191383,605592.12,5fabdfe8-a516-4fa8-bfcf-43ca56582992,Bahamas
b1718ca5-a3f0-4ee5-9039-92793db20069,GB17MJTX35643946383721,163157.7,9595d56d-eee0-4ff0-a6e6-cecd3c5df2a4,Vietnam
bd21a889-58a7-4e76-bf08-628b5b6d27bb,GB78ZDWB98419426725480,537959.82,4dfb2dcd-ae54-434d-9bd1-c5f5975bb15c,Nigeria
